GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	TAXON NAME	ASSIGNED BY	GENE NAME	DATE
UniProtKB	P35498	SCN1A	located_in	GO:0043194	axon initial segment	cellular_component	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2APX8|ensembl:ENSMUSP00000107985	9606	Homo sapiens	Ensembl	Sodium channel protein type 1 subunit alpha	20250313
UniProtKB	P35498	SCN1A	acts_upstream_of_or_within	GO:0050884	neuromuscular process controlling posture	biological_process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2APX8|ensembl:ENSMUSP00000107985	9606	Homo sapiens	Ensembl	Sodium channel protein type 1 subunit alpha	20250313
UniProtKB	P35498	SCN1A	involved_in	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	biological_process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2APX8|ensembl:ENSMUSP00000107985	9606	Homo sapiens	Ensembl	Sodium channel protein type 1 subunit alpha	20250313
UniProtKB	P35498	SCN1A	acts_upstream_of_or_within	GO:0051649	establishment of localization in cell	biological_process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2APX8|ensembl:ENSMUSP00000107985	9606	Homo sapiens	Ensembl	Sodium channel protein type 1 subunit alpha	20250313
UniProtKB	P35498	SCN1A	involved_in	GO:0086010	membrane depolarization during action potential	biological_process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2APX8|ensembl:ENSMUSP00000107985	9606	Homo sapiens	Ensembl	Sodium channel protein type 1 subunit alpha	20250313
UniProtKB	P35498	SCN1A	located_in	GO:0005654	nucleoplasm	cellular_component	ECO:0000314	IDA	GO_REF:0000052		9606	Homo sapiens	HPA	Sodium channel protein type 1 subunit alpha	20241022
UniProtKB	P35498	SCN1A	located_in	GO:0005886	plasma membrane	cellular_component	ECO:0000314	IDA	GO_REF:0000052		9606	Homo sapiens	HPA	Sodium channel protein type 1 subunit alpha	20241022
UniProtKB	P35498	SCN1A	located_in	GO:0016604	nuclear body	cellular_component	ECO:0000314	IDA	GO_REF:0000052		9606	Homo sapiens	HPA	Sodium channel protein type 1 subunit alpha	20241022
UniProtKB	P35498	SCN1A	enables	GO:0099508	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	molecular_function	ECO:0000303	NAS	PMID:22150645		9606	Homo sapiens	SynGO	Sodium channel protein type 1 subunit alpha	20240306
UniProtKB	P35498	SCN1A	enables	GO:0099508	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	molecular_function	ECO:0006013	IDA	PMID:22150645		9606	Homo sapiens	SynGO	Sodium channel protein type 1 subunit alpha	20240306
UniProtKB	P35498	SCN1A	enables	GO:0099508	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	molecular_function	ECO:0006063	IMP	PMID:22150645		9606	Homo sapiens	SynGO	Sodium channel protein type 1 subunit alpha	20240306
UniProtKB	P35498	SCN1A	enables	GO:0099508	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	molecular_function	ECO:0007695	IDA	PMID:22150645		9606	Homo sapiens	SynGO	Sodium channel protein type 1 subunit alpha	20240306
UniProtKB	P35498	SCN1A	enables	GO:0005248	voltage-gated sodium channel activity	molecular_function	ECO:0000315	IMP	PMID:14672992		9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20230703
UniProtKB	P35498	SCN1A	is_active_in	GO:0005886	plasma membrane	cellular_component	ECO:0000314	IDA	PMID:14672992		9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20230703
UniProtKB	P35498	SCN1A	involved_in	GO:0086010	membrane depolarization during action potential	biological_process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:A2APX8	9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20230703
UniProtKB	P35498	SCN1A	involved_in	GO:0086010	membrane depolarization during action potential	biological_process	ECO:0000315	IMP	PMID:14672992		9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20230703
UniProtKB	P35498	SCN1A	involved_in	GO:0086002	cardiac muscle cell action potential involved in contraction	biological_process	ECO:0000315	IMP	PMID:27207958		9606	Homo sapiens	BHF-UCL	Sodium channel protein type 1 subunit alpha	20161028
UniProtKB	P35498	SCN1A	enables	GO:0005248	voltage-gated sodium channel activity	molecular_function	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:A2APX8	9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20160726
UniProtKB	P35498	SCN1A	involved_in	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	biological_process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:A2APX8	9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20160726
UniProtKB	P35498	SCN1A	located_in	GO:0030018	Z disc	cellular_component	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:A2APX8	9606	Homo sapiens	BHF-UCL	Sodium channel protein type 1 subunit alpha	20120521
UniProtKB	P35498	SCN1A	enables	GO:0005248	voltage-gated sodium channel activity	molecular_function	ECO:0000303	NAS	PMID:10742094		9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20010823
UniProtKB	P35498	SCN1A	involved_in	GO:0006814	sodium ion transport	biological_process	ECO:0000303	NAS	PMID:10742094		9606	Homo sapiens	UniProt	Sodium channel protein type 1 subunit alpha	20010823
